OutageID,ResourceID,WebURL,Subject,Content,OutageStart,OutageEnd,SiteID
6558,general-user-news.xes.xsede.org,https://www.xsede.org/news/-/news/item/6558,"POPS  Maintenance December 14","POPS the allocation submission system is scheduled for maintenance and  will be unavailable from 9am-1pm CT on December 14.",2013-12-14T15:00:00Z,2013-12-14T19:00:00Z,xes.xsede.org
6587,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6587,"NICS: scheduled maintenance on Keeneland and KIDS","Keeneland and KIDS are scheduled for maintenance on Tuesday, December 17, from 8 am to 16pm ET.",2013-12-17T14:00:00Z,2013-12-17T22:00:00Z,gatech.teragrid.org
6604,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6604,"GATECH: KIDS & KFS PM - Tuesday 1/7 from 8 am to 12 noon","Both KIDS and Keeneland will be down for preventive maintenance on Tuesday, January 7 from 8 am to 12 noon.",2014-01-07T13:00:00Z,2014-01-07T13:30:00Z,gatech.teragrid.org
6610,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6610,"Stampede System Maintenance 1/21","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 21 January 2014.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-01-21T14:00:00Z,2014-01-22T01:30:00Z,tacc.teragrid.org
6627,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6627,"SDSC Gordon login nodes issue (resolved)","The SDSC Gordon login nodes are currently inaccessible. We are looking into the issue and will update as soon as the problem is resolved. Please email help@xsede.org if you have any questions.",2014-01-30T23:00:00Z,2014-01-31T01:00:00Z,sdsc.teragrid.org
6628,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6628,"Ranch Status 1/31","Ranch will not be available from 11 a.m. (CT) to 1 p.m. on Friday, January 31, 2014.

During this maintenance, staff will be working to resolve issues with the tape archival system.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-01-31T17:00:00Z,2014-01-31T21:15:00Z,tacc.teragrid.org
6630,mason.iu.xsede.org,https://www.xsede.org/news/-/news/item/6630,"Mason System Maintenance 02/04","Mason will be down for system maintenance from 7:00 – 19:00 EDT on Tuesday, 04 February 2014.",2014-02-04T12:00:00Z,2014-02-05T00:00:00Z,iu.teragrid.org
6634,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6634,"Keeneland Maintenance","Keeneland maintenance schedule:

Keeneland KFS: Tuesday, February 11, from 8 am to 12 pm
KIDS: Tuesday, February 11, from 8 am to 12 pm",2014-02-11T13:00:00Z,2014-02-12T15:00:00Z,gatech.teragrid.org
6639,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6639,"Keeneland has returned to production","Dear Keeneland Users,

Due to some hardware issues that have been encountered during yesterday's preventative maintenance, Keeneland will continue to be unavailable until 10 AM EST tomorrow 2/13/14.
The vendor is working with us to resolve these issues.

Regards,
Ryan Hulguin",2014-02-11T13:00:00Z,2014-02-12T22:03:00Z,gatech.teragrid.org
6647,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6647,"Stampede Status 2/17","Stampede had a problem with one of the servers for the SCRATCH file system from 5:45 p.m. to 6:30 p.m. (CT) on Monday, 17 February 2014.

Users may have encountered a hang or I/O error trying to access files that reside on that storage server.

TACC staff were able to identify and fix the problem.

The SCRATCH filesystem was recovered and back fully available for users by 6:30 this evening.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-02-17T23:45:00Z,2014-02-18T00:30:00Z,tacc.teragrid.org
6643,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6643,"Stampede System Maintenance 2/25","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 25 February 2014.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-02-25T14:00:00Z,2014-02-26T01:30:00Z,tacc.teragrid.org
6655,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6655,"SDSC Gordon: /oasis/scratch issues (resolved)","We are currently experiencing problems with the Gordon Lustre scratch filesystem (/oasis/scratch). We are looking into the issue and will update once it is resolved. Please email help@xsede.org if you have any questions.",2014-02-25T20:30:00Z,2014-02-25T22:30:00Z,sdsc.teragrid.org
6659,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6659,"NICS: Emergency HPSS Outage","HPSS is currently down for emergency maintenance. It will be back in production shortly.",2014-02-27T15:45:00Z,2014-02-27T16:05:00Z,nics.teragrid.org
6661,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6661,"Lonestar and Ranch Status 3/2/2014","Lonestar and Ranch are experiencing an outage due to a loss of power at the chilling station. Both will be unavailable pending further notice.",2014-03-03T05:30:00Z,2014-03-05T01:30:00Z,tacc.teragrid.org
6660,mason.iu.xsede.org,https://www.xsede.org/news/-/news/item/6660,"Mason System Maintenanc 03/04","Mason will be down for system maintenance from 7:00 – 19:00 EDT on Tuesday, 04 March 2014.",2014-03-04T12:00:00Z,2014-03-05T00:00:00Z,iu.teragrid.org
6665,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6665,"Ranch Status 3/5","Ranch has been unavailable since approximately 11:45 a.m. (CT) on Wednesday, 5 March 2014.

TACC staff members are working on a hardware problem and will restore full access as soon as possible.

An update to this announcement will be posted when Ranch is back in production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-05T17:45:00Z,2014-03-06T19:15:00Z,tacc.teragrid.org
6667,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6667,"TACC Lonestar, Stampede, Ranch, Corral Outage","A  brief power interruption due to a thunderstorm has resulted the Stampede, Lonestar, Corral and Ranch system to be unavailable.  However, remote access through logins is still available.  TACC will close the Stampede queues until after the administrators power up and retest all of the compute nodes.

Corral was also impacted by the thunderstorm.  Corral services are also temporarily suspended until further review by the administrators.",2014-03-08T15:00:00Z,2014-03-09T14:00:00Z,tacc.teragrid.org
6667,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6667,"TACC Lonestar, Stampede, Ranch, Corral Outage","A  brief power interruption due to a thunderstorm has resulted the Stampede, Lonestar, Corral and Ranch system to be unavailable.  However, remote access through logins is still available.  TACC will close the Stampede queues until after the administrators power up and retest all of the compute nodes.

Corral was also impacted by the thunderstorm.  Corral services are also temporarily suspended until further review by the administrators.",2014-03-08T15:00:00Z,2014-03-09T14:00:00Z,tacc.teragrid.org
6649,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6649,"SDSC Gordon, Trestles, Data Oasis: Network Infrastructure and Lustre Upgrade","We will be upgrading the network infrastructure and the Lustre software that supports the Data Oasis filesystems starting 9AM (PT) on March 9, 2014 and ending 9PM (PT) on March 10, 2014. During this upgrade period Trestles, Gordon, and Data Oasis will be unavailable to users. The data mover nodes for Trestles and Gordon will also be unavailable.

In addition to the network upgrade, we will also be upgrading the Lustre server and client software for Data Oasis. The Lustre upgrade will be done without impacting data already in the Data Oasis filesystems. However, we take this opportunity to remind users of best practices while using Data Oasis : 1) Please delete any files that are no longer needed, including duplicates of data sets. This helps with both space availability and performance of the filesystems, 2) The data in the filesystems is *not* backed up. Please back up any critical data offsite. 

We will keep users updated via a news post as we get closer to the upgrade date. Please email help@xsede.org if you have any questions.",2014-03-09T16:00:00Z,2014-03-11T23:00:00Z,sdsc.teragrid.org
6670,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6670,"GA Tech: Keeneland PM 3/11 from 8 am to 12 noon","Keeneland Final System (KFS) and Keeleland Initial Delivery System (KIDS) will be down for preventive maintenance Tuesday March 11, from 8 am to 12 noon.",2014-03-11T12:00:00Z,2014-03-10T16:00:00Z,gatech.teragrid.org
6676,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6676,"Stampede Status 3/13","Stampede has had a problem with the HOME file system since approximately 1:30 p.m. (CT) on Thursday, 13 March  2014.

Users may have encountered a hang or errors trying to access files that reside on HOME.

TACC staff are investigating the problem and this posting will be updated when the HOME issues are resolved.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-13T18:30:00Z,2014-03-13T19:45:00Z,tacc.teragrid.org
6678,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6678,"SDSC Gordon: Power outage issues (resolved)","There was a partial power outage in the SDSC machine room and it has impacted several of the Gordon login nodes, Gordon I/O nodes and associated SSD scratch storage. We are currently putting in a system reservation to prevent new jobs from starting up while we resolve the issue. We will update via a news post once the machine is restored to full production. Please email help@xsede.org if you have any questions.",2014-03-14T19:00:00Z,2014-03-14T21:15:00Z,sdsc.teragrid.org
6680,maverick.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6680,"Stampede, Maverick Status 3/17","The Stockyard file system that acts as /work on Stampede and Maverick has been unavailable since approximately 10:15 a.m. (CT) on Monday, 17 March 2014.

Users may experience hangs attempting to access files on /work on both systems.

TACC staff are working to resolve the problem and this posting will be updated when /work is again available on both systems.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-17T14:30:00Z,2014-03-17T16:45:00Z,tacc.teragrid.org
6680,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6680,"Stampede, Maverick Status 3/17","The Stockyard file system that acts as /work on Stampede and Maverick has been unavailable since approximately 10:15 a.m. (CT) on Monday, 17 March 2014.

Users may experience hangs attempting to access files on /work on both systems.

TACC staff are working to resolve the problem and this posting will be updated when /work is again available on both systems.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-17T14:30:00Z,2014-03-17T16:45:00Z,tacc.teragrid.org
6674,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6674,"Ranch System Maintenance 3/18","Ranch will not be available from 8 a.m. to 5 p.m. (CT) on Tuesday, 18 March 2014.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-18T13:00:00Z,2014-03-18T22:00:00Z,tacc.teragrid.org
6683,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6683,"Stampede and Maverick Status 3/18","The queues on Stampede and Maverick have been paused since approximately 9:45 a.m. CT on Tuesday, 18 March 2014.

TACC staff are working on a problem with the /work file system.

This post will be updated when the problem with /work has been resolved.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-18T14:45:00Z,2014-03-18T23:50:00Z,tacc.teragrid.org
6683,maverick.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6683,"Stampede and Maverick Status 3/18","The queues on Stampede and Maverick have been paused since approximately 9:45 a.m. CT on Tuesday, 18 March 2014.

TACC staff are working on a problem with the /work file system.

This post will be updated when the problem with /work has been resolved.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-18T14:45:00Z,2014-03-18T23:50:00Z,tacc.teragrid.org
6687,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6687,"Stampede Status 3/19","Access to the Stampede $SCRATCH file system has been intermittent since approximately 11:30 a.m.  (CT) on 19 March 2014. TACC staff members are working on the problem and an update to this announcement will be posted when the file system is back in full production.

Please submit any questions you may have via the XSEDE User Portal.

https://www.xsede.org/web/xup/help-desk",2014-03-19T16:30:00Z,2014-03-20T01:00:00Z,tacc.teragrid.org
6686,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6686,"HPSS: EM 3/19 from 3:30 pm to 6:00 pm","The NICS resource, HPSS, is now down for emergency maintenance. Users will be notified when archival storage is back in production.",2014-03-19T19:30:00Z,2014-03-19T19:45:00Z,nics.teragrid.org
6688,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6688,"SDSC Gordon: /oasis/scratch issues (resolved)","We are currently experiencing problems with the /oasis/scratch filesystem on Gordon. We are looking into the issue and will update once it is resolved. Please email help@xsede.org if you have any questions.",2014-03-20T22:15:00Z,2014-03-21T01:00:00Z,sdsc.teragrid.org
6689,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6689,"Ranch Status 3/20","Ranch has been unavailable since approximately 5:15 p.m. (CT) on Thursday, 20 March 2014.

TACC staff members are working on a hardware problem and will restore full access as soon as possible.

An update to this announcement will be posted when Ranch is back in production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-20T22:15:00Z,2014-03-21T16:00:00Z,tacc.teragrid.org
6691,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6691,"Keeneland: /lustre/medusa Currently Read-Only","There appears to be an issue with the Medusa filesystem. NICS System Administrators are working diligently to address the problem.",2014-03-24T16:00:00Z,2014-03-24T19:00:00Z,gatech.teragrid.org
6695,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6695,"SDSC Gordon: /oasis/scratch issues (resolved)","We are currently experiencing problems with the /oasis/scratch filesystem on Gordon.  We have stopped scheduling of new jobs while we fix the problem. Please email help@xsede.org if you have any questions.",2014-03-26T14:30:00Z,2014-03-28T00:00:00Z,sdsc.teragrid.org
6697,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6697,"Ranch Status 3/28","There will be a reboot of the Ranch master node at 11:30 a.m. (CT) on Friday, 28 March 2014, to investigate some software issues.

This posting will be updated when Ranch is back in full production.


Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-03-28T16:30:00Z,2014-03-28T17:00:00Z,tacc.teragrid.org
6696,mason.iu.xsede.org,https://www.xsede.org/news/-/news/item/6696,"Mason System Maintenance 04/01","Mason will be down for system maintenance from 7:00 – 19:00 EDT on Tuesday, 01 April 2014.",2014-04-01T11:00:00Z,2014-04-02T12:00:00Z,iu.teragrid.org
6702,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6702,"Keeneland: /lustre/medusa Extended PM - Tuesday 4/1 from 6 pm to 9 pm","The preventive maintenance on the KIDS and KFS scratch filesystem /lustre/medusa has been extended. Repairs on the filesystem will continue until further notice.",2014-04-01T22:00:00Z,2014-04-02T01:00:00Z,gatech.teragrid.org
6708,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6708,"Stampede System Maintenance 4/15","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 15 April 2014.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.

""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-04-15T13:00:00Z,2014-04-16T08:30:00Z,tacc.teragrid.org
6722,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6722,"Stampede, Maverick Status 4/18","The Stockyard file system that acts as /work on Stampede and Maverick had a problem from approximately 5 a.m. (CT) to 10 a.m. on Friday, 18 April 2014.

Users may have experienced intermittent slow performance and I/O errors from the /work file system on Maverick and Stampede during that time frame.

TACC staff have resolved the problem.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-04-18T10:00:00Z,2014-04-18T15:00:00Z,tacc.teragrid.org
6722,maverick.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6722,"Stampede, Maverick Status 4/18","The Stockyard file system that acts as /work on Stampede and Maverick had a problem from approximately 5 a.m. (CT) to 10 a.m. on Friday, 18 April 2014.

Users may have experienced intermittent slow performance and I/O errors from the /work file system on Maverick and Stampede during that time frame.

TACC staff have resolved the problem.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-04-18T10:00:00Z,2014-04-18T15:00:00Z,tacc.teragrid.org
6719,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6719,"Ranch System Maintenance 4/22","Ranch will not be available from 9 a.m. to 3 p.m. (CT) on Tuesday, 22 April 2014.

System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
""https://portal.xsede.org/help-desk"":https://portal.xsede.org/help-desk",2014-04-22T14:00:00Z,2014-04-22T20:00:00Z,tacc.teragrid.org
6729,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6729,"SDSC Gordon login nodes issue (resolved)","We are currently seeing access problems on the Gordon login nodes. We are looking into the issue and will update once it is resolved. Please email help@xsede.org if you have any questions.",2014-04-26T21:30:00Z,2014-04-27T05:30:00Z,sdsc.teragrid.org
6734,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6734,"SDSC Gordon: Job submission issues (resolved)","The Gordon torque server is currently experiencing problems and as a result queue commands (like qstat, qsub) are failing. We are working on the problem and will post news as soon as it is resolved. Please email help@xsede.org if you have any questions.",2014-04-30T14:15:00Z,2014-04-30T18:45:00Z,sdsc.teragrid.org
6737,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6737,"SDSC Gordon: Scheduler/Job Submission issues (resolved)","The server hosting PBS/torque for Gordon is currently experiencing problems. This is causing job submission issues on Gordon. We are looking into the issue and will update once it is resolved. Please email help@xsede.org if you have any questions.",2014-05-05T08:20:00Z,2014-05-05T09:30:00Z,sdsc.teragrid.org
6740,darter.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6740,"Darter PM: 5/7 - Wednesday from 8 am to 12 noon","Darter will be down for preventive maintenance (PM) on Wednesday May 7, from 8 am to 12 noon.",2014-05-07T12:00:00Z,2014-05-07T16:00:00Z,nics.teragrid.org
6745,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6745,"NICS: HPSS EM - Wednesday, 5/7, from1 1 am until 12:20 pm","The NICS archival storage system, HPSS, is now down for emergency maintenance. The system will return to production as soon as possible.",2014-05-07T15:00:00Z,2014-05-07T16:20:00Z,nics.teragrid.org
6749,darter.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6749,"NICS: Darter EM 5/12 - 10:05 am to 1:00 pm","Darter's scheduler has been paused while hardware issues are being investigated. The scheduler will be up once this work has been completed.",2014-05-12T14:05:00Z,2014-05-12T17:00:00Z,nics.teragrid.org
6750,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6750,"Keeneland Extended Outage","Both Keeneland systems will be unavailable for an extended period of time starting Tuesday 5/13 8am EST to Thursday 5/15 8am EST due a Medusa file system upgrade to improve site wide compatibility.",2014-05-13T12:00:00Z,2014-05-15T12:00:00Z,gatech.teragrid.org
6746,maverick.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6746,"Maverick System Maintenance 13 April 2014","Maverick will not be available from 8 a.m. to 5 p.m. (CT) on Tuesday, 13 May 2014.  System maintenance and an NVidia software upgrade will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
https://portal.xsede.org/help-desk",2014-05-13T13:00:00Z,2014-05-13T22:00:00Z,tacc.teragrid.org
6747,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6747,"Stampede System Maintenance 13 May 2014","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday, 13 May 2014.  System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
https://portal.xsede.org/help-desk",2014-05-13T13:00:00Z,2014-05-14T00:30:00Z,tacc.teragrid.org
6751,darter.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6751,"Darter Extended Outage","Darter will be unavailable for an extended period of time starting Wednesday 5/14 8am EST to Thursday 5/15 8am EST due a Medusa file system upgrade to improve site wide compatibility, that will allow it to be accessible from Darter after the PM.",2014-05-14T12:00:00Z,2014-05-14T18:45:00Z,nics.teragrid.org
6761,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6761,"NICS: HPSS PM - Tuesday, 5/20, from 8 am until 11 am","The NICS archival system, HPSS, will be down on Tuesday 5/20, from 8 am until 11 am.",2014-05-20T12:00:00Z,2014-05-20T15:00:00Z,nics.teragrid.org
6764,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6764,"Maverick and Stampede Status","Administrators are investigating a issue with the $WORK file system on Maverick and Stampede.

This announcement will be updated when the system returns to full production.  

Please submit any questions to: https://portal.xsede.org/help-desk",2014-05-21T13:00:00Z,2014-05-22T21:00:00Z,tacc.teragrid.org
6764,maverick.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6764,"Maverick and Stampede Status","Administrators are investigating a issue with the $WORK file system on Maverick and Stampede.

This announcement will be updated when the system returns to full production.  

Please submit any questions to: https://portal.xsede.org/help-desk",2014-05-21T13:00:00Z,2014-05-22T21:00:00Z,tacc.teragrid.org
6762,general-user-news.xes.xsede.org,https://www.xsede.org/news/-/news/item/6762,"XSEDE Central Database Maintenance 21 May 2014","The XSEDE central database will be upgraded on 21-May-2014 during an 8 hour maintenance window starting at 1700 PT and ending at 0100 PT 22-May-2014.  All dependent services will be unavailable during this period.  

The XSEDE web site may experience intermittent interruptions during this time. The XSEDE User Portal will be unavailable for login during the maintenance window. Other services such as registration for XSEDE14 will be unavailable during this time. Questions or concerns should be directed to the XSEDE Helpdesk via email (help@xsede.org) or via 1-866-907-2383 (toll-free).",2014-05-22T00:00:00Z,2014-05-22T08:00:00Z,xes.xsede.org
6765,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6765,"SDSC Gordon: Scheduler/Job Submission issues resolved","We are currently experiencing problems with the PBS/torque server on Gordon. As a result there are scheduler/job submission issues. We are looking into the problem and will updated once it is resolved. Please email help@xsede.org if you have any questions.",2014-05-23T14:30:00Z,2014-05-23T17:45:00Z,sdsc.teragrid.org
6755,maverick.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6755,"TACC Network Maintenance 31 May 2014","Access to all TACC resources and services will be unavailable between 9 a.m. - 5 p.m. (CT) on Saturday, May 24.  TACC staff will be performing an upgrade to the networking infrastructure.  During this time, jobs will continue to run and the TACC web site and user portal will be operational.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
https://portal.xsede.org/help-desk",2014-05-31T14:00:00Z,2014-05-31T22:00:00Z,tacc.teragrid.org
6755,ranch.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6755,"TACC Network Maintenance 31 May 2014","Access to all TACC resources and services will be unavailable between 9 a.m. - 5 p.m. (CT) on Saturday, May 24.  TACC staff will be performing an upgrade to the networking infrastructure.  During this time, jobs will continue to run and the TACC web site and user portal will be operational.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
https://portal.xsede.org/help-desk",2014-05-31T14:00:00Z,2014-05-31T22:00:00Z,tacc.teragrid.org
6755,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6755,"TACC Network Maintenance 31 May 2014","Access to all TACC resources and services will be unavailable between 9 a.m. - 5 p.m. (CT) on Saturday, May 24.  TACC staff will be performing an upgrade to the networking infrastructure.  During this time, jobs will continue to run and the TACC web site and user portal will be operational.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
https://portal.xsede.org/help-desk",2014-05-31T14:00:00Z,2014-05-31T22:00:00Z,tacc.teragrid.org
6774,mason.iu.xsede.org,https://www.xsede.org/news/-/news/item/6774,"Mason System Maintenance 06/03","Mason will be down for system maintenance from 6:00 – 19:00 EDT on Tuesday, 01 April 2014.",2014-06-03T10:00:00Z,2014-06-04T01:00:00Z,iu.teragrid.org
6772,data-supercell.psc.teragrid.org,https://www.xsede.org/news/-/news/item/6772,"PSC Maintenance June 4 - All Systems Affected","On Wednesday, June 4, the PSC will be performing major data center infrastructure updates.  These updates will affect the availability of all major computing, storage, and networking services.  This includes Blacklight, Anton, the Data Supercell and front ends.

The outage will begin at 8:30am.  There are many interdependent components to this update.  It is difficult to know exactly when any one component will be available.  All services are expected to be restored by 5pm.  Any delays will be announced to this mailing list.",2014-06-04T12:30:00Z,2014-06-04T21:00:00Z,psc.teragrid.org
6777,gordon.sdsc.teragrid.org,https://www.xsede.org/news/-/news/item/6777,"SDSC Gordon: Lustre filesystem (/oasis/scratch) maintenance completed","We will be taking a short maintenance on Gordon 2-5 PM(PT) on Friday (06/06/2014). During this time we will be working on the meta data server (MDS) of the /oasis/scratch filesystem. We have a reservation in place to prevent jobs from starting during this period. Please email help@xsede.org if you have any questions.",2014-06-06T21:00:00Z,2014-06-07T00:00:00Z,sdsc.teragrid.org
6778,data-replication-service.xes.xsede.org,https://www.xsede.org/news/-/news/item/6778,"XSEDE Wide File System Maintenance 10 June 2014","The XSEDE Wide File System will not be available from 12 p.m. to 4 p.m. (ET) on Tuesday, 10 June 2014.  System maintenance will be performed during this time.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
https://portal.xsede.org/help-desk",2014-06-10T16:00:00Z,2014-06-10T20:00:00Z,xes.xsede.org
6781,keeneland.gatech.teragrid.org,https://www.xsede.org/news/-/news/item/6781,"NICS: Brief Service Outage - Wednesday, 6/11 @ 8 pm","Fiber maintenance in the Knoxville, TN area will cause a brief network disruption to NICS services.  This outage will occur Wednesday, June 11 at 8pm and should last no more than 15 minutes. Some users could experience degraded service, while others may temporarily lose network connectivity to NICS resources. Users should contact help@xsede.org with any questions or concerns.",2014-06-12T00:00:00Z,2014-06-12T00:15:00Z,gatech.teragrid.org
6781,darter.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6781,"NICS: Brief Service Outage - Wednesday, 6/11 @ 8 pm","Fiber maintenance in the Knoxville, TN area will cause a brief network disruption to NICS services.  This outage will occur Wednesday, June 11 at 8pm and should last no more than 15 minutes. Some users could experience degraded service, while others may temporarily lose network connectivity to NICS resources. Users should contact help@xsede.org with any questions or concerns.",2014-06-12T00:00:00Z,2014-06-12T00:15:00Z,nics.teragrid.org
6781,hpss.nics.teragrid.org,https://www.xsede.org/news/-/news/item/6781,"NICS: Brief Service Outage - Wednesday, 6/11 @ 8 pm","Fiber maintenance in the Knoxville, TN area will cause a brief network disruption to NICS services.  This outage will occur Wednesday, June 11 at 8pm and should last no more than 15 minutes. Some users could experience degraded service, while others may temporarily lose network connectivity to NICS resources. Users should contact help@xsede.org with any questions or concerns.",2014-06-12T00:00:00Z,2014-06-12T00:15:00Z,nics.teragrid.org
6786,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6786,"Stampede Status","Administrators are investigating an intermittent issue with the $HOME file system on Stampede. Users may have difficulty logging in during this time. This announcement will be updated when the system returns to full production.

Please submit any questions you may have via the Consulting section of the XSEDE User Portal.
https://portal.xsede.org/help-desk",2014-06-16T15:30:00Z,2014-06-16T20:00:00Z,tacc.teragrid.org
6783,stampede.tacc.teragrid.org,https://www.xsede.org/news/-/news/item/6783,"Stampede maintenance June 17","Stampede will not be available from 8 a.m. to 7:30 p.m. (CT) on Tuesday,
17 June 2014. System maintenance will be performed during this time.

Please submit any questions that you may have via the TACC Consulting System.
http://portal.tacc.utexas.edu/consulting/",2014-06-17T13:00:00Z,2014-06-18T00:30:00Z,tacc.teragrid.org
